epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
19,5836.58,1.71937,1.16953,1.09539,0.55943,0.52511,0.47352,0.22216,2.02787,1.3434,1.13151,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435
20,6142.09,1.78278,1.20606,1.10304,0.59063,0.52471,0.48597,0.2327,2.09925,1.2869,1.13432,0.00348062,0.00116021,0.00348062,0.00116021,0.00348062,0.00116021,0.00348062,0.00116021
21,6431.22,1.6937,1.16701,1.0831,0.61426,0.53201,0.51094,0.24727,1.97074,1.28294,1.10399,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606
22,6718.86,1.76334,1.21712,1.07743,0.5394,0.5202,0.46689,0.22117,2.06651,1.34299,1.118,0.00339573,0.00113191,0.00339573,0.00113191,0.00339573,0.00113191,0.00339573,0.00113191
23,7012.17,1.67657,1.12423,1.0632,0.56198,0.55032,0.50519,0.24691,2.01425,1.26618,1.11392,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776
24,7311.47,1.67015,1.10881,1.06316,0.44706,0.49561,0.42505,0.17345,2.29707,1.54156,1.15054,0.00331085,0.00110362,0.00331085,0.00110362,0.00331085,0.00110362,0.00331085,0.00110362
25,7603.51,1.67021,1.11181,1.07417,0.58842,0.57303,0.52508,0.262,1.97324,1.2313,1.10726,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947
26,7896.85,1.72939,1.13816,1.07589,0.56795,0.54307,0.5013,0.23944,2.06894,1.31944,1.13053,0.00322597,0.00107532,0.00322597,0.00107532,0.00322597,0.00107532,0.00322597,0.00107532
27,8191.3,1.67647,1.09578,1.06641,0.56705,0.51958,0.4843,0.22105,2.18017,1.31079,1.14199,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118
28,8488.04,1.64275,1.08845,1.06263,0.57471,0.55089,0.50856,0.23644,2.06526,1.25565,1.10388,0.00314108,0.00104703,0.00314108,0.00104703,0.00314108,0.00104703,0.00314108,0.00104703
29,8785.82,1.65535,1.07922,1.05563,0.593,0.55666,0.52634,0.26075,1.93807,1.27249,1.09758,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288
30,9080.07,1.67509,1.05537,1.0527,0.58286,0.52563,0.50651,0.22942,2.1149,1.28468,1.11728,0.0030562,0.00101873,0.0030562,0.00101873,0.0030562,0.00101873,0.0030562,0.00101873
31,9380.57,1.64563,1.08741,1.06083,0.5938,0.56629,0.53074,0.26478,1.94568,1.19963,1.10445,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459
32,9681.76,1.63105,1.0442,1.05264,0.57114,0.55373,0.51985,0.25149,2.07437,1.23137,1.11031,0.00297132,0.00099044,0.00297132,0.00099044,0.00297132,0.00099044,0.00297132,0.00099044
33,9979.45,1.59589,1.02449,1.03528,0.55528,0.56344,0.52073,0.24449,2.05087,1.23257,1.1019,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293
34,10272.4,1.60821,1.02497,1.05138,0.57671,0.57809,0.53924,0.25215,2.02574,1.23817,1.09858,0.00288644,0.000962146,0.00288644,0.000962146,0.00288644,0.000962146,0.00288644,0.000962146
35,10568.8,1.61837,1.02461,1.03584,0.56209,0.56893,0.51516,0.24202,2.05452,1.26239,1.11307,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999
36,10875.6,1.60001,0.99873,1.02774,0.64174,0.58915,0.5562,0.28362,1.91221,1.18917,1.0769,0.00280155,0.000933851,0.00280155,0.000933851,0.00280155,0.000933851,0.00280155,0.000933851
37,11168,1.58695,1.01634,1.03447,0.6113,0.56433,0.52424,0.25808,1.99222,1.22491,1.09159,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704
38,11463.9,1.61686,1.02474,1.03054,0.58654,0.57605,0.52862,0.25025,2.01787,1.21495,1.09428,0.00271667,0.000905557,0.00271667,0.000905557,0.00271667,0.000905557,0.00271667,0.000905557
39,11756.6,1.57151,1.00942,1.03093,0.61978,0.60361,0.56622,0.28523,1.89506,1.14994,1.07211,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141
40,12055.3,1.59955,1.00394,1.03454,0.62291,0.59698,0.56423,0.29291,1.8557,1.15056,1.07387,0.00263179,0.000877263,0.00263179,0.000877263,0.00263179,0.000877263,0.00263179,0.000877263
41,12350.1,1.59364,0.99174,1.03165,0.62187,0.61376,0.57243,0.30191,1.84058,1.13097,1.07022,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116
42,12643.8,1.53245,0.97218,1.0235,0.633,0.60061,0.56385,0.27815,1.92983,1.15611,1.08274,0.00254691,0.000848969,0.00254691,0.000848969,0.00254691,0.000848969,0.00254691,0.000848969
43,12929.4,1.5828,1.01359,1.03985,0.62294,0.58764,0.54629,0.26439,1.96065,1.17681,1.09397,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822
44,13229.9,1.5534,0.99609,1.02261,0.58113,0.57098,0.51477,0.24836,2.01018,1.24009,1.10107,0.00246202,0.000820675,0.00246202,0.000820675,0.00246202,0.000820675,0.00246202,0.000820675
45,13523.2,1.65187,1.01159,1.02325,0.57201,0.59068,0.52778,0.25626,2.03035,1.17219,1.09436,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528
46,13814.6,1.56767,0.95468,1.01712,0.58997,0.59608,0.53641,0.26582,1.98196,1.15775,1.08718,0.00237714,0.00079238,0.00237714,0.00079238,0.00237714,0.00079238,0.00237714,0.00079238
47,14105.3,1.54372,0.98001,1.01635,0.61284,0.61511,0.56661,0.28934,1.89236,1.13799,1.07271,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233
48,14409,1.56442,0.97923,1.00939,0.60054,0.57136,0.53758,0.26144,1.97421,1.20481,1.09178,0.00229226,0.000764086,0.00229226,0.000764086,0.00229226,0.000764086,0.00229226,0.000764086
49,14696.7,1.55945,0.99863,1.02251,0.61675,0.60887,0.57418,0.28911,1.86851,1.16239,1.07331,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939
50,14983.2,1.52659,0.96618,1.01225,0.64288,0.60294,0.57805,0.30135,1.80642,1.1417,1.05964,0.00220738,0.000735792,0.00220738,0.000735792,0.00220738,0.000735792,0.00220738,0.000735792
51,15275.3,1.54863,0.93433,1.00824,0.63919,0.60889,0.57797,0.30368,1.80796,1.11989,1.05836,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645
52,15580.2,1.5805,0.97894,1.0163,0.61592,0.62402,0.57685,0.30027,1.81263,1.13228,1.06189,0.00212249,0.000707498,0.00212249,0.000707498,0.00212249,0.000707498,0.00212249,0.000707498
53,15873.6,1.54173,0.94488,1.00411,0.61871,0.61466,0.5732,0.28919,1.85769,1.12963,1.06506,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351
54,16168.4,1.59701,0.96782,1.00922,0.61802,0.61206,0.57469,0.28025,1.90187,1.13338,1.06293,0.00203761,0.000679204,0.00203761,0.000679204,0.00203761,0.000679204,0.00203761,0.000679204
55,16460,1.51775,0.97044,1.0151,0.62053,0.60101,0.57187,0.28433,1.86977,1.16991,1.06459,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057
56,16759.7,1.50176,0.93836,1.00911,0.62013,0.60463,0.56428,0.27037,1.98433,1.15894,1.0737,0.00195273,0.000650909,0.00195273,0.000650909,0.00195273,0.000650909,0.00195273,0.000650909
57,17052.5,1.48876,0.91619,0.99749,0.62319,0.61426,0.57142,0.29129,1.86952,1.13871,1.06569,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762
58,17342.2,1.56437,0.95906,1.00695,0.64326,0.59716,0.56819,0.29112,1.86973,1.14226,1.06493,0.00186785,0.000622615,0.00186785,0.000622615,0.00186785,0.000622615,0.00186785,0.000622615
59,17634.6,1.54563,0.95696,0.9987,0.63292,0.60198,0.56634,0.28118,1.9109,1.13503,1.06921,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468
60,17936.3,1.51753,0.93406,1.0048,0.61701,0.59029,0.543,0.2753,1.89477,1.16855,1.07247,0.00178296,0.000594321,0.00178296,0.000594321,0.00178296,0.000594321,0.00178296,0.000594321
61,18224.3,1.49314,0.9419,1.00106,0.60925,0.58875,0.53381,0.27182,1.91518,1.17726,1.08005,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174
62,18514.2,1.49721,0.93066,1.0043,0.60878,0.6033,0.54872,0.27724,1.90564,1.1597,1.07047,0.00169808,0.000566027,0.00169808,0.000566027,0.00169808,0.000566027,0.00169808,0.000566027
63,18799.8,1.45939,0.92179,1.00318,0.58279,0.59548,0.53872,0.27651,1.91307,1.18402,1.07099,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188
64,19095,1.48366,0.92374,0.99544,0.61011,0.60715,0.56511,0.27688,1.97596,1.14174,1.07128,0.0016132,0.000537733,0.0016132,0.000537733,0.0016132,0.000537733,0.0016132,0.000537733
65,19388.3,1.53955,0.92336,0.99307,0.59064,0.58704,0.54019,0.27509,1.93051,1.18422,1.0755,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586
66,19677.5,1.48456,0.89594,0.98121,0.62764,0.61534,0.57522,0.29934,1.87577,1.1208,1.06123,0.00152832,0.000509438,0.00152832,0.000509438,0.00152832,0.000509438,0.00152832,0.000509438
67,19965.6,1.46102,0.90906,0.99229,0.64926,0.61275,0.57967,0.2982,1.85027,1.11437,1.05333,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291
68,20265.2,1.43103,0.87486,0.99513,0.62232,0.60349,0.56594,0.2981,1.87805,1.11737,1.05853,0.00144343,0.000481144,0.00144343,0.000481144,0.00144343,0.000481144,0.00144343,0.000481144
69,20553.5,1.47427,0.89903,1.00078,0.63685,0.59252,0.56312,0.2892,1.89134,1.13288,1.06377,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997
70,20847.2,1.49117,0.89946,0.9917,0.64602,0.59427,0.56047,0.28267,1.93144,1.14061,1.06795,0.00135855,0.00045285,0.00135855,0.00045285,0.00135855,0.00045285,0.00135855,0.00045285
71,21143.4,1.52878,0.89896,0.98691,0.64848,0.60688,0.56657,0.2895,1.91752,1.12753,1.06431,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703
72,21442.1,1.41263,0.84557,0.97764,0.64693,0.59844,0.5646,0.28514,1.90037,1.14271,1.06097,0.00127367,0.000424556,0.00127367,0.000424556,0.00127367,0.000424556,0.00127367,0.000424556
73,21729.9,1.42162,0.86093,0.98206,0.64208,0.60672,0.57607,0.29772,1.84978,1.11788,1.05597,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
74,22019.8,1.46117,0.88542,0.99325,0.64986,0.60246,0.57442,0.29547,1.85201,1.1407,1.05874,0.00118879,0.000396262,0.00118879,0.000396262,0.00118879,0.000396262,0.00118879,0.000396262
75,22312,1.47409,0.89377,0.9856,0.64658,0.6093,0.57387,0.29111,1.8817,1.13023,1.06102,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
76,22611.8,1.45256,0.88476,0.98287,0.63098,0.60438,0.56665,0.28655,1.89693,1.14827,1.06824,0.0011039,0.000367967,0.0011039,0.000367967,0.0011039,0.000367967,0.0011039,0.000367967
77,22902.1,1.4464,0.87643,0.98313,0.64317,0.6103,0.56967,0.29123,1.88894,1.12494,1.06005,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
78,23192.2,1.43249,0.85433,0.97954,0.645,0.62024,0.57837,0.29809,1.86773,1.1111,1.05931,0.00101902,0.000339673,0.00101902,0.000339673,0.00101902,0.000339673,0.00101902,0.000339673
79,23482.1,1.43457,0.88615,0.98552,0.65672,0.61681,0.586,0.2999,1.87184,1.1103,1.0583,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
80,23788.2,1.4589,0.87462,0.99226,0.65147,0.61779,0.58087,0.30203,1.87947,1.1154,1.05633,0.000934137,0.000311379,0.000934137,0.000311379,0.000934137,0.000311379,0.000934137,0.000311379
81,24075.5,1.4042,0.84312,0.98139,0.65291,0.61697,0.58597,0.30557,1.85295,1.11204,1.05428,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232
82,24362.9,1.4298,0.8528,0.97818,0.65787,0.61124,0.58803,0.30443,1.8515,1.10593,1.05368,0.000849255,0.000283085,0.000849255,0.000283085,0.000849255,0.000283085,0.000849255,0.000283085
83,24651.8,1.46905,0.8754,0.98272,0.65361,0.61472,0.57961,0.30546,1.85437,1.10449,1.05819,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938
84,24952.1,1.48545,0.87267,0.98282,0.66984,0.61902,0.59001,0.31188,1.8499,1.0928,1.05608,0.000764372,0.000254791,0.000764372,0.000254791,0.000764372,0.000254791,0.000764372,0.000254791
85,25240,1.44344,0.86025,0.9775,0.66316,0.61431,0.58924,0.30812,1.85718,1.10313,1.05344,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644
86,25533.8,1.46349,0.88084,0.9918,0.65503,0.61239,0.58821,0.30402,1.86132,1.11691,1.05543,0.00067949,0.000226497,0.00067949,0.000226497,0.00067949,0.000226497,0.00067949,0.000226497
87,25822.9,1.43265,0.86037,0.97759,0.67262,0.60333,0.59049,0.30912,1.86788,1.09424,1.05324,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349
88,26121.6,1.43055,0.85903,0.97909,0.65979,0.62392,0.58891,0.30971,1.85785,1.08714,1.05587,0.000594607,0.000198202,0.000594607,0.000198202,0.000594607,0.000198202,0.000594607,0.000198202
89,26414,1.41856,0.8437,0.98094,0.6369,0.62644,0.57612,0.2962,1.89669,1.10704,1.06326,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055
90,26708.1,1.43895,0.84133,0.97948,0.63645,0.63161,0.57859,0.29743,1.89561,1.10958,1.06439,0.000509724,0.000169908,0.000509724,0.000169908,0.000509724,0.000169908,0.000509724,0.000169908
91,26991.6,1.48099,0.89139,0.9784,0.63283,0.62279,0.56598,0.29838,1.86438,1.11941,1.0704,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761
92,27289.5,1.45728,0.86371,0.99148,0.64747,0.62453,0.58413,0.30642,1.8502,1.10415,1.06513,0.000424842,0.000141614,0.000424842,0.000141614,0.000424842,0.000141614,0.000424842,0.000141614
93,27574.6,1.45925,0.86331,0.98638,0.65537,0.61972,0.59401,0.31334,1.83022,1.09621,1.05569,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467
94,27856.8,1.45093,0.84904,0.98625,0.65338,0.61211,0.59496,0.316,1.82096,1.08703,1.05488,0.000339959,0.00011332,0.000339959,0.00011332,0.000339959,0.00011332,0.000339959,0.00011332
95,28143.4,1.42874,0.84272,0.9838,0.64394,0.62411,0.5908,0.31113,1.83495,1.09433,1.053,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05
96,28438.9,1.45698,0.86177,0.98764,0.63119,0.61683,0.58498,0.30214,1.86998,1.10656,1.06114,0.000255077,8.50255e-05,0.000255077,8.50255e-05,0.000255077,8.50255e-05,0.000255077,8.50255e-05
97,28722.2,1.43122,0.83884,0.97805,0.64557,0.61767,0.58695,0.3055,1.86175,1.09606,1.05645,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05
98,29006.7,1.45227,0.84181,0.97177,0.65526,0.61159,0.58697,0.3066,1.84077,1.09801,1.05509,0.000170194,5.67313e-05,0.000170194,5.67313e-05,0.000170194,5.67313e-05,0.000170194,5.67313e-05
99,29291,1.41832,0.81856,0.96548,0.65428,0.62095,0.59423,0.30981,1.83906,1.08993,1.05296,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05
100,29584.2,1.4482,0.85487,0.97758,0.6432,0.62251,0.5872,0.30477,1.86096,1.09895,1.05592,8.53113e-05,2.84371e-05,8.53113e-05,2.84371e-05,8.53113e-05,2.84371e-05,8.53113e-05,2.84371e-05
